,Celková vzdálenost od prvního do posledního závodu mistrovství světa Formule 1,Nacestovaná vzdálenost ve srovnání s přejížděním vždy na nejbližší okruh až do reálného dějiště posledního závodu sezóny
1950,16767.31463719803,2.0220407913056926
1951,16550.631085071785,1.9448995815039363
1952,16412.887905429263,1.9987794548276638
1953,17502.808882711124,1.0543460122407322
1954,18198.408233600352,1.0537977207627105
1955,27157.660983202495,1.6277983223461643
1956,26971.055851855246,1.5978491867440723
1957,27762.609190798034,1.564140754391527
1958,31809.24595821519,1.5515503981313077
1959,28029.68658380458,2.212904343521172
1960,38483.16147619886,1.633123174093316
1961,9961.578607478965,1.3662400555836156
1962,24056.30164178737,1.4800245609875593
1963,27372.225364741586,1.4071336186163355
1964,13287.212390638084,1.1352277076957826
1965,21933.212822016405,1.1032935789668337
1966,12299.859264295468,1.1529261656641023
1967,33367.139162451145,1.6689467055704506
1968,21669.127087270463,1.0757130679492717
1969,22184.433141704314,1.1425236483164356
1970,22986.16302254685,1.0659796982188834
1971,20080.378670985672,1.1661104625190337
1972,27586.935023249163,1.0453617818532577
1973,31889.513150004746,1.115968838456996
1974,31157.52947202153,1.0700310040823022
1975,30460.76486811725,1.074580641573404
1976,60199.51525268996,1.439934252668607
1977,59959.21395915261,1.4100454855999178
1978,52494.86589939032,1.4345775867488268
1979,48029.395692622325,1.3985344424987962
1980,46754.61214867965,1.4423915379133647
1981,40470.87471134919,1.6875692610489348
1982,55210.36551203349,1.9732857506020876
1983,46843.24227538331,1.5209056836100945
1984,39464.73590739264,1.3513283474848898
1985,47965.1629169519,1.3816666869394325
1986,51619.40411030589,1.488808278657669
1987,58619.98460850263,1.5210785646720957
1988,56193.50745910067,1.459965728731948
1989,56341.12765849232,1.4001201677024808
1990,64163.396691351416,1.6037648141295267
1991,63186.16563602729,1.572588498765321
1992,68203.41807050548,1.4892093654665548
1993,55845.819405153736,1.2996585111657357
1994,65441.495783482525,1.8350407915197213
1995,50577.81827147412,1.362936734433104
1996,55930.61860522361,1.3483855653537706
1997,63834.201794892586,1.6182538846907484
1998,53832.392731755506,1.3791562681801386
1999,55627.27519861601,1.3213543558027536
2000,65545.04167384314,1.4152521873270398
2001,68644.9244418087,1.5419522236093812
2002,68501.99774615251,1.5387417002098396
2003,67829.13597815284,1.5236937571278346
2004,65336.52643684204,1.5159826624440051
2005,67786.4389833657,1.3881148226866626
2006,78453.33402177395,1.819704785868938
2007,67030.16307143451,1.5563106675222806
2008,74634.27127526714,1.7955560086565598
2009,77986.32114745185,1.8013091490169133
2010,99435.60977409146,2.1610562949525707
2011,72617.52996052057,1.7589221492934606
2012,83156.06068943668,1.8922152691357679
2013,81314.60994027035,1.8781315599744515
2014,100573.62149527151,2.0893477366770696
2015,93769.31839031461,1.9335772763609873
2016,99069.68166834614,2.0214212971346543
2017,90152.28887968586,1.8465836785327272
2018,104696.56257434888,2.1474777526456257
2019,106120.5643483408,2.176686086273618
2020,18098.210081601577,2.006026318246216
2021,57464.041040764954,2.0145354289555355
2022,116138.73831761564,2.238104249573219
2023,132165.33095973736,2.3567180846005917
